Dbase,Accession Number,Name,Taxon,Species,Sex,Maturity,Date Admitted,Date_Admit,AdmitYr,AdmitMo, Rescue Location,Suburb,Jurisdiction,Cause of Affliction, Categories,Anatomical,Aetiological,Updated Anatomical, Updated Aetiological,Status,Status Date,Status Date2,StatusYr,StatusMo,,,,
new data,99477,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-10-12,12/10/2020,2020,Oct,Shane BA155  Alex Beach,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Trauma - multi-organ,Trauma - multi-organ: Septicaemia,,,Euthanised,2020-10-12,12/10/2020,2020,Oct,,,,
new data,99451,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2020-10-08,8/10/2020,2020,Oct,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,Trauma - multi-organ: Multi-organ/system failure,,,Euthanised,2020-10-08,8/10/2020,2020,Oct,,,,
new data,99408,Wally,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-10-06,6/10/2020,2020,Oct,Warana Beach Acess 233,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological,CNS/neurological: Other,,,Unassisted Death,2020-10-08,8/10/2020,2020,Oct,,,,
new data,99336,Stumer,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-10-05,5/10/2020,2020,Oct,Stumers Creek  Beach Access 71,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2020-10-06,6/10/2020,2020,Oct,,,,
new data,99329,SLIK,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-10-04,4/10/2020,2020,Oct,Pitta Street,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,DOA,2020-10-04,4/10/2020,2020,Oct,,,,
new data,99301,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Subadult,2020-10-04,4/10/2020,2020,Oct,Bokania Beach Access 248,BOKARINA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Euthanised,2020-10-04,4/10/2020,2020,Oct,,,,
new data,99152,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-09-30,30/9/2020,2020,Sep,Beach Access 96  The boardwalk,MOUNT COOLUM,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Musculoskeletal  Skin/feathers/scales,Musculoskeletal: Fracture - spine  Skin/feathers/scales: Soft tissue injury,,,Euthanised,2020-09-30,30/9/2020,2020,Sep,,,,
new data,99167,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2020-09-30,30/9/2020,2020,Sep,Main Beach  Point Lookout,NORTH STRADBROKE ISLAND,Redland Shire Council,Beach stranding (not floater),Trauma  Infection/Disease,Musculoskeletal  Haematopoietic,Haematopoietic: Anaemia - other  Musculoskeletal: Fracture - ribs  Musculoskeletal: Spinal disease (excl. fracture),,,Euthanised,2020-10-01,1/10/2020,2020,Oct,,,,
new data,98961,Adam,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-09-27,27/9/2020,2020,Sep,beach accesss 37/38,SUNRISE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2020-10-01,1/10/2020,2020,Oct,,,,
new data,98867,Salty,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-09-22,22/9/2020,2020,Sep,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Abnormal animal location,NAD,NAD,NAD: NAD,,,Wildlife Released,2020-09-24,24/9/2020,2020,Sep,,,,
new data,98688,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-09-16,16/9/2020,2020,Sep,Beach access 45  100m North,MARCUS BEACH,Sunshine Coast Regional Council,Other,Trauma,CNS/neurological,CNS/neurological: Fracture - spine,,,Euthanised,2020-09-16,16/9/2020,2020,Sep,,,,
new data,98635,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2020-09-14,14/9/2020,2020,Sep,Boat Ramp Kings Beach,KINGS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,,,,Unassisted Death,2020-09-14,14/9/2020,2020,Sep,,,,
new data,98466,Seth,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-09-08,8/9/2020,2020,Sep,Point Cartwright,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2020-10-01,1/10/2020,2020,Oct,,,,
new data,98381,Curri,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-09-06,6/9/2020,2020,Sep,Currimundi Lakes,CURRIMUNDI,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Unassisted Death,2020-09-07,7/9/2020,2020,Sep,,,,
new data,98248,Dicky,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-08-31,31/8/2020,2020,Aug,Dicky Beach SLS Tower,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Unassisted Death,2020-08-31,31/8/2020,2020,Aug,,,,
new data,98231,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2020-08-30,30/8/2020,2020,Aug,Beach Access 45,MARCUS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2020-09-24,24/9/2020,2020,Sep,,,,
new data,98230,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-08-30,30/8/2020,2020,Aug,Beach Access 111,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2020-09-24,24/9/2020,2020,Sep,,,,
new data,98076,Warana,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-08-29,29/8/2020,2020,Aug,Beach Access 245,WARANA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2020-09-06,6/9/2020,2020,Sep,,,,
new data,98075,Barnacle 2,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-08-29,29/8/2020,2020,Aug,Beach Access 236,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Septicaemia,,,Euthanised,2020-09-01,1/9/2020,2020,Sep,,,,
new data,97851,Eddie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-08-12,12/8/2020,2020,Aug,Sunshine Beach SLSC,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2020-08-12,12/8/2020,2020,Aug,,,,
new data,97451,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2020-07-21,21/7/2020,2020,Jul,Duke St,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Unassisted Death,2020-07-21,21/7/2020,2020,Jul,,,,
new data,97426,Blocka,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Subadult,2020-07-20,20/7/2020,2020,Jul,Eurong Area,FRASER ISLAND,Fraser Coast Regional Council,Beach stranding (not floater),Other,GIT,GIT: Gastro-intestinal obstruction,,,Unassisted Death,2020-07-20,20/7/2020,2020,Jul,,,,
new data,97182,Bruce,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-07-14,14/7/2020,2020,Jul,Alexandras Headlands beach,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2020-07-30,30/7/2020,2020,Jul,,,,
new data,97300,Sprite,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-07-10,10/7/2020,2020,Jul,Beach access 87 Yaroomba Beach,YAROOMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2020-07-30,30/7/2020,2020,Jul,,,,
new data,97173,Solo,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Juvenile,2020-07-10,10/7/2020,2020,Jul,Mudjimba QLD,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Urinary tract/kidney,Reproductive: Bacterial - other  Urinary tract/kidney: Septicaemia,,,Unassisted Death,2020-07-12,12/7/2020,2020,Jul,,,,
new data,97161,,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2020-07-01,1/7/2020,2020,Jul,Beach access 37,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2020-07-03,3/7/2020,2020,Jul,,,,
new data,96952,Zoey101,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Male,Subadult,2020-06-17,17/06/2020,2020,Jun,Beach Access 101,MOUNT COOLUM,Sunshine Coast Regional Council,Abnormal animal location,Infection/Disease,GIT,GIT: Gastro-intestinal dysbiosis,,,Wildlife Released,2020-06-30,30/6/2020,2020,Jun,,,,
new data,96745,Harry,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-06-12,12/06/2020,2020,Jun,Beach Access 110-111,MARCOOLA,Sunshine Coast Regional Council,Other,Trauma  Infection/Disease,Musculoskeletal,Musculoskeletal: Fracture - skull  Musculoskeletal: Soft tissue injury,,,Euthanised,2020-06-12,12/6/2020,2020,Jun,,,,
new data,96822,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2020-06-09,09/06/2020,2020,Jun,Beach Access 44,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological,CNS/neurological: Neurological - trauma,,,Wildlife Released,2020-06-16,16/6/2020,2020,Jun,,,,
new data,95400,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-04-29,29/4/2020,2020,Apr,Mount Coolum Beach off Tenah St,MARCOOLA,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Metabolic/nutritional: Septicaemia,,,Euthanised,2020-04-29,29/4/2020,2020,Apr,,,,
new data,96027,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2020-04-28,28/4/2020,2020,Apr,Beach Exit 37,SUNRISE BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,GIT  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  GIT: Other,,,DOA,2020-04-28,28/4/2020,2020,Apr,,,,
new data,95331,Shelly,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-03-24,24/3/2020,2020,Mar,Shelly Beach,SHELLY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2020-03-24,24/3/2020,2020,Mar,,,,
new data,95040,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2020-03-21,21/3/2020,2020,Mar,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological,CNS/neurological: Neurological - trauma,,,Wildlife Released,2020-04-06,6/4/2020,2020,Apr,,,,
new data,94701,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Unknown,Adult,2020-02-26,26/2/2020,2020,Feb,Buddina Beach,BUDDINA,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,GIT,GIT: Parasitic - internal/intestinal,,,Unassisted Death,2020-02-26,26/2/2020,2020,Feb,,,,
new data,94668,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Female,Adult,2020-02-25,25/2/2020,2020,Feb,Beach Access 47,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Trauma - multi-organ,Musculoskeletal: Fracture - spine,,,Euthanised,2020-02-25,25/2/2020,2020,Feb,,,,
new data,94604,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-02-25,25/2/2020,2020,Feb,Beach Access 45,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Other,,,Wildlife Released,2020-04-06,6/4/2020,2020,Apr,,,,
new data,94643,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2020-02-23,23/2/2020,2020,Feb,Access 200,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Skin/feathers/scales: Soft tissue injury,,,Euthanised,2020-02-23,23/2/2020,2020,Feb,,,,
new data,94230,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2020-02-18,18/2/2020,2020,Feb,Perigian Beach,PERIGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease  Other,Reproductive  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Metabolic/nutritional: Other  Reproductive: Reprod. disease (unknown/not chlamydia),,,Euthanised,2020-02-18,18/2/2020,2020,Feb,,,,
new data,94507,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2020-02-11,11/2/2020,2020,Feb,Alexandra Headland Area,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2020-02-20,20/2/2020,2020,Feb,,,,
new data,93830,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2020-01-29,29/1/2020,2020,Jan,100m South of BA39,CASTAWAYS BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Musculoskeletal,Haematopoietic: Anaemia - chronic disease  Musculoskeletal: Emaciation/exhaustion,,,Euthanised,2020-01-29,29/1/2020,2020,Jan,,,,
new data,92925,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-12-31,31/12/2019,2019,Dec,dicky beach access60,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Other,GIT  Skin/feathers/scales  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  GIT: Floater  Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2020-01-01,1/1/2020,2020,Jan,,,,
new data,92770,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2019-12-30,30/12/2019,2019,Dec,Alex Heads Beach,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Trauma - multi-organ,,,,DOA,2019-12-30,30/12/2019,2019,Dec,,,,
new data,92395,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2019-12-23,23/12/2019,2019,Dec,Maroochydore Area,MAROOCHYDORE,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Euthanised,2019-12-23,23/12/2019,2019,Dec,,,,
new data,92496,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-12-18,18/12/2019,2019,Dec,Mudjimba Flagged beach,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional  Haematopoietic,Metabolic/nutritional: Emaciation/exhaustion  Metabolic/nutritional: Other  Haematopoietic: Septicaemia,,,Euthanised,2019-12-18,18/12/2019,2019,Dec,,,,
new data,92484,Zero,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2019-12-17,17/12/2019,2019,Dec,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological  Musculoskeletal  Skin/feathers/scales,Musculoskeletal: Fracture - skull  CNS/neurological: Neurological - trauma  Musculoskeletal: Soft tissue injury,,,Euthanised,2020-01-04,4/1/2020,2020,Jan,,,,
new data,92353,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-12-14,14/12/2019,2019,Dec,Noosa Area,NOOSA HEADS,Sunshine Coast Regional Council,Overt signs of disease,Other,Trauma - multi-organ,,,,Euthanised,2019-12-14,14/12/2019,2019,Dec,,,,
new data,92045,Pigface,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-12-07,7/12/2019,2019,Dec,269A Post,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,,,,Euthanised,2019-12-07,7/12/2019,2019,Dec,,,,
new data,91889,Sasha,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-12-01,1/12/2019,2019,Dec,Mooloolaba Spit,MOOLOOLABA,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-12-01,1/12/2019,2019,Dec,,,,
new data,91495,Ian,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-11-27,27/11/2019,2019,Nov,Dicky Beach LifeGuard Tower,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2019-11-29,29/11/2019,2019,Nov,,,,
new data,91480,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-11-24,24/11/2019,2019,Nov,Beach Access 248,WURTULLA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Wildlife Released,2019-12-06,6/12/2019,2019,Dec,,,,
new data,91575,Lucko-O,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Juvenile,2019-11-23,23/11/2019,2019,Nov,Beach Access 125,MUDJIMBA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2019-12-06,6/12/2019,2019,Dec,,,,
new data,91381,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-11-19,19/11/2019,2019,Nov,Beach Access 99,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2019-11-19,19/11/2019,2019,Nov,,,,
new data,91196,,Reptile - Snake - Marine,Ornate Sea Snake,Unknown,Adult,2019-11-14,14/11/2019,2019,Nov,Beach Access 125,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater)   Netting Entanglement,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2019-11-14,14/11/2019,2019,Nov,,,,
new data,90941,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Subadult,2019-11-11,11/11/2019,2019,Nov,Surf Life Saving Club,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Trauma - multi-organ,,,,Euthanised,2019-11-11,11/11/2019,2019,Nov,,,,
new data,90956,Grover,Reptile - Snake - Marine,Spectacled Sea Snake,Unknown,Adult,2019-11-07,7/11/2019,2019,Nov,Kings Beach,CALOUNDRA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,,,,,DOA,2019-11-07,7/11/2019,2019,Nov,,,,
new data,90686,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-11-04,4/11/2019,2019,Nov,Mooloolaba Beach,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2019-11-04,4/11/2019,2019,Nov,,,,
new data,90814,Captain Borris,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-11-03,3/11/2019,2019,Nov,Alex beach across from Seaview resort,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2019-11-03,3/11/2019,2019,Nov,,,,
new data,90797,Ellie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-11-03,3/11/2019,2019,Nov,Beach Access 106,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Respiratory,Respiratory: Other,,,Wildlife Released,2019-11-22,22/11/2019,2019,Nov,,,,
new data,90769,Edward,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-11-02,2/11/2019,2019,Nov,Beach Access 47,MARCUS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Wildlife Released,2019-11-22,22/11/2019,2019,Nov,,,,
new data,90660,Slimy,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-31,31/10/2019,2019,Oct,Surf life saving,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater) ,Infection/Disease,Metabolic/nutritional, Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2019-11-21,21/11/2019,2019,Nov,,,,
new data,90381,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-21,21/10/2019,2019,Oct,beach access 39,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater) ,Trauma,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Musculoskeletal: Fracture - jaw  Musculoskeletal: Fracture - skull,,,Euthanised,2019-10-21,21/10/2019,2019,Oct,,,,
new data,90126,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-10-17,17/10/2019,2019,Oct,Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2019-10-26,26/10/2019,2019,Oct,,,,
new data,90165,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-13,13/10/2019,2019,Oct,Beach access 87,YAROOMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Gastro-intestinal - other,,,Euthanised,2019-10-13,13/10/2019,2019,Oct,,,,
new data,89719,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-02,2/10/2019,2019,Oct,Lifeguard Hut,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,Trauma - multi-organ: Multi-organ/system failure,,,DOA,2019-10-02,2/10/2019,2019,Oct,,,,
new data,89718,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-02,2/10/2019,2019,Oct,Beach Access 65,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,GIT  Musculoskeletal,Musculoskeletal: Fracture - jaw  GIT: Gastro-intestinal - other,,,Wildlife Released,2019-10-04,4/10/2019,2019,Oct,,,,
new data,89701,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-10-02,2/10/2019,2019,Oct,Beach Access 44-45,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Haematopoietic,Haematopoietic: Septicaemia  Musculoskeletal: Soft tissue injury,,,Euthanised,2019-10-02,2/10/2019,2019,Oct,,,,
new data,89661,,Reptile - Snake - Marine,Horned Sea Snake,Unknown,Adult,2019-10-01,1/10/2019,2019,Oct,Scarness Beach,HERVEY BAY,Fraser Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw,,,Euthanised,2019-10-01,1/10/2019,2019,Oct,,,,
new data,89480,Eddie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-09-26,26/9/2019,2019,Sep,Beach Access 86,YAROOMBA,Sunshine Coast Regional Council,Overt signs of disease,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Euthanised,2019-09-26,26/9/2019,2019,Sep,,,,
new data,89406,Ralph,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-09-26,26/9/2019,2019,Sep,Dicky Beach,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Other  Musculoskeletal: Soft tissue injury,,,Euthanised,2019-10-02,2/10/2019,2019,Oct,,,,
new data,89472,Rocky,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2019-09-25,25/9/2019,2019,Sep,Buddina,POINT CARTWRIGHT,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,,,,,Wildlife Released,2019-10-26,26/10/2019,2019,Oct,,,,
new data,89302,Tahiti,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-09-22,22/9/2019,2019,Sep,Beach Access 39,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,GIT,GIT: Dental/periodontal disease/injury  GIT: Fracture - jaw,,,Wildlife Released,2019-10-04,4/10/2019,2019,Oct,,,,
new data,89278,Sebastion,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-09-21,21/9/2019,2019,Sep,235 Oceanic Drive,WARANA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,DOA,2019-09-21,21/9/2019,2019,Sep,,,,
new data,89075,Grinch,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-09-16,16/9/2019,2019,Sep,Beach Access 67,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Haematopoietic,Haematopoietic: Anaemia - other,,,Wildlife Released,2019-10-04,4/10/2019,2019,Oct,,,,
new data,88501,Clara,Reptile - Snake - Marine,Ornate Sea Snake,Unknown,Adult,2019-08-31,31/8/2019,2019,Aug,36 Shellcot St,TOOGOOM,Fraser Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Trauma - multi-organ,,,,Unassisted Death,2019-09-16,16/9/2019,2019,Sep,,,,
new data,88384,Jackson,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-08-31,31/8/2019,2019,Aug,Marcoola Beach Access 115,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,GIT  Haematopoietic,GIT: Neoplasia - other  Haematopoietic: Septicaemia,,,Unassisted Death,2019-09-11,11/9/2019,2019,Sep,,,,
new data,88325,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2019-08-24,24/8/2019,2019,Aug,Entrance 37,SUNRISE BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Musculoskeletal,Musculoskeletal: Dental/periodontal disease/injury,,,Euthanised,2019-08-24,24/8/2019,2019,Aug,,,,
new data,88126,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2019-08-16,16/8/2019,2019,Aug,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2019-09-14,14/9/2019,2019,Sep,,,,
